Store_Dept_Date,Weekly_Sales
2_42_2013-07-26,8726.0731
2_44_2013-07-26,6165.2233
2_46_2013-07-26,29044.7224
2_48_2013-07-26,1322.58
2_49_2013-07-26,17404.2083
2_52_2013-07-26,3385.4908
2_54_2013-07-26,44.0528
2_55_2013-07-26,8902.547
2_56_2013-07-26,1471.3035
2_58_2013-07-26,24426.7794
2_59_2013-07-26,350.8483
2_60_2013-07-26,308.3887
2_67_2013-07-26,8872.9564
2_71_2013-07-26,4944.8774
2_72_2013-07-26,57687.599
2_74_2013-07-26,16830.9617
2_79_2013-07-26,28931.9259
2_80_2013-07-26,24746.6393
2_81_2013-07-26,30068.4714
2_82_2013-07-26,23319.4089
2_83_2013-07-26,5417.7298
2_85_2013-07-26,2856.7799
2_87_2013-07-26,23955.4009
2_90_2013-07-26,94523.4602
2_91_2013-07-26,76748.7586
2_92_2013-07-26,100000
2_93_2013-07-26,69066.6318
2_94_2013-07-26,69786.8088
2_95_2013-07-26,100000
2_96_2013-07-26,39359.0984
2_97_2013-07-26,40161.6158
2_98_2013-07-26,13899.8533
2_99_2013-07-26,44.1022
3_1_2012-11-02,10829.9162
3_2_2012-11-02,19982.954
3_3_2012-11-02,5223.2494
3_4_2012-11-02,9708.3231
3_5_2012-11-02,14874.5835
3_6_2012-11-02,2216.8282
3_7_2012-11-02,9420.1256
3_8_2012-11-02,8923.7812
3_9_2012-11-02,10940.4222
3_10_2012-11-02,12415.7055
3_11_2012-11-02,9776.5415
3_12_2012-11-02,2676.2364
3_13_2012-11-02,12733.1343
3_14_2012-11-02,4876.2039
3_16_2012-11-02,3033.8647
3_17_2012-11-02,3286.7584
3_18_2012-11-02,9493.4318
3_19_2012-11-02,667.5533
3_20_2012-11-02,1686.005
3_21_2012-11-02,1464.8046
3_22_2012-11-02,3423.6327
3_23_2012-11-02,13518.3301
3_24_2012-11-02,3571.3529
3_25_2012-11-02,5092.4471
3_26_2012-11-02,4252.4308
3_27_2012-11-02,587.5401
3_28_2012-11-02,221.464
3_29_2012-11-02,1609.604
3_30_2012-11-02,1190.5439
3_31_2012-11-02,1177.4322
3_32_2012-11-02,4646.0493
3_33_2012-11-02,4068.688
3_34_2012-11-02,5150.1809
3_35_2012-11-02,1096.0437
3_36_2012-11-02,769.354
3_38_2012-11-02,98151.7749
3_40_2012-11-02,21608.1648
3_41_2012-11-02,794.2527
3_42_2012-11-02,5374.8567
3_44_2012-11-02,2565.4519
3_46_2012-11-02,6364.7104
3_49_2012-11-02,15.2652
3_52_2012-11-02,1067.0792
3_54_2012-11-02,41.1412
3_55_2012-11-02,9122.6344
3_56_2012-11-02,655.7176
3_59_2012-11-02,145.2885
3_60_2012-11-02,119.664
3_67_2012-11-02,2210.8285
3_71_2012-11-02,1761.9944
3_72_2012-11-02,28898.3132
3_74_2012-11-02,3862.3235
3_79_2012-11-02,7552.0242
3_81_2012-11-02,1943.5617
3_82_2012-11-02,7613.7616
3_85_2012-11-02,694.4837
3_87_2012-11-02,1255.814
3_90_2012-11-02,1816.569
3_91_2012-11-02,253.268
3_92_2012-11-02,9375.4071
3_94_2012-11-02,536.9533
3_95_2012-11-02,15062.5347
3_96_2012-11-02,3444.8132
3_97_2012-11-02,476.6773
3_1_2012-11-09,8665.1453
3_2_2012-11-09,18580.6209
3_3_2012-11-09,5174.3053
3_4_2012-11-09,13830.8022
3_5_2012-11-09,28133.9837
3_6_2012-11-09,6588.5288
3_7_2012-11-09,12181.1824
3_8_2012-11-09,8850.4864
3_9_2012-11-09,11055.7835
3_10_2012-11-09,12376.2898
3_11_2012-11-09,10335.3557
3_12_2012-11-09,2813.9201
3_13_2012-11-09,11848.0327
3_14_2012-11-09,6580.6928
3_16_2012-11-09,3216.9265
3_17_2012-11-09,2807.2472
3_18_2012-11-09,8229.7838
3_19_2012-11-09,676.3866
3_20_2012-11-09,2309.3424
3_21_2012-11-09,1592.7616
3_22_2012-11-09,6035.445
3_23_2012-11-09,13347.6372
3_24_2012-11-09,3387.4548
3_25_2012-11-09,4868.5739
3_26_2012-11-09,4763.4303
3_27_2012-11-09,577.0069
3_28_2012-11-09,227.2079
3_29_2012-11-09,1411.0563
3_30_2012-11-09,1137.8867
3_31_2012-11-09,831.8603
3_32_2012-11-09,4149.2098
3_33_2012-11-09,3678.0497
3_34_2012-11-09,5203.679
3_35_2012-11-09,1004.514
3_36_2012-11-09,664.5595
3_38_2012-11-09,95974.6693
3_40_2012-11-09,20155.4747
3_41_2012-11-09,834.7534
3_42_2012-11-09,5646.9405
3_44_2012-11-09,2560.2379
3_46_2012-11-09,6199.4406
3_47_2012-11-09,36.9336
3_49_2012-11-09,13.3404
3_52_2012-11-09,1088.9674
3_55_2012-11-09,13445.5772
3_56_2012-11-09,531.0292
3_59_2012-11-09,263.3688
3_60_2012-11-09,147.9538
3_67_2012-11-09,1872.0175
3_71_2012-11-09,1296.6861
3_72_2012-11-09,33524.3599
3_74_2012-11-09,3617.6027
3_79_2012-11-09,7337.6922
3_81_2012-11-09,1944.2676
3_82_2012-11-09,7449.733
3_85_2012-11-09,701.9248
3_87_2012-11-09,1245.3661
3_90_2012-11-09,1780.0146
3_91_2012-11-09,400.6431
3_92_2012-11-09,9474.6061
3_94_2012-11-09,410.7326
3_95_2012-11-09,15782.9865
3_96_2012-11-09,3895.2929
3_97_2012-11-09,482.9894
3_1_2012-11-16,8275.9637
3_2_2012-11-16,17986.0092
3_3_2012-11-16,5047.6258
3_4_2012-11-16,8803.0698
3_5_2012-11-16,14324.2722
3_6_2012-11-16,2125.5466
3_7_2012-11-16,10060.588
3_8_2012-11-16,8740.6747
3_9_2012-11-16,10275.2045
3_10_2012-11-16,11171.7384
3_11_2012-11-16,8730.9813
3_12_2012-11-16,2666.545
3_13_2012-11-16,11944.3014
3_14_2012-11-16,5070.6683
3_16_2012-11-16,2530.5324
3_17_2012-11-16,2996.8528
3_18_2012-11-16,5425.2017
3_19_2012-11-16,654.0997
3_20_2012-11-16,1641.0198
3_21_2012-11-16,1367.0386
3_22_2012-11-16,3075.4495
3_23_2012-11-16,12647.0593
3_24_2012-11-16,3248.873
3_25_2012-11-16,4911.9761
3_26_2012-11-16,3820.4309
3_27_2012-11-16,567.8676
3_28_2012-11-16,195.4269
3_29_2012-11-16,1566.8941
3_30_2012-11-16,1133.3847
3_31_2012-11-16,857.5733
3_32_2012-11-16,4310.7892
3_33_2012-11-16,3884.8721
3_34_2012-11-16,5020.7333
3_35_2012-11-16,1091.8439
3_36_2012-11-16,863.0388
3_38_2012-11-16,96782.7452
3_40_2012-11-16,19448.1105
3_41_2012-11-16,820.3442
3_42_2012-11-16,5140.8916
3_44_2012-11-16,2751.7421
3_46_2012-11-16,6551.9489
3_49_2012-11-16,21.7505
3_52_2012-11-16,1192.2416
3_55_2012-11-16,10764.5348
3_56_2012-11-16,455.5319
3_59_2012-11-16,206.4475
3_60_2012-11-16,136.766
3_67_2012-11-16,2045.6822
3_71_2012-11-16,1322.9931
3_72_2012-11-16,28581.3196
3_74_2012-11-16,3614.4337
3_79_2012-11-16,7177.6896
3_81_2012-11-16,1901.2948
3_82_2012-11-16,7413.5009
3_85_2012-11-16,711.7375
3_87_2012-11-16,1154.4763
3_90_2012-11-16,1792.544
3_91_2012-11-16,252.2298
3_92_2012-11-16,9418.6166
3_95_2012-11-16,14223.0487
3_96_2012-11-16,3614.6004
3_97_2012-11-16,448.1279
3_98_2012-11-16,41.3013
3_1_2012-11-23,9436.4137
3_2_2012-11-23,19031.134
3_3_2012-11-23,6156.1912
3_4_2012-11-23,15977.3358
3_5_2012-11-23,30340.2372
3_6_2012-11-23,6487.4477
3_7_2012-11-23,28944.5359
3_8_2012-11-23,10083.0184
3_9_2012-11-23,12913.1152
3_10_2012-11-23,11567.7277
3_11_2012-11-23,9442.9779
3_12_2012-11-23,2150.342
3_13_2012-11-23,11750.2903
3_14_2012-11-23,12061.3256
3_16_2012-11-23,3055.0584
3_17_2012-11-23,4296.7146
3_18_2012-11-23,7673.8794
3_19_2012-11-23,884.6486
3_20_2012-11-23,2853.8457
3_21_2012-11-23,2188.9986
3_22_2012-11-23,6207.6331
3_23_2012-11-23,14835.2633
3_24_2012-11-23,4887.8962
3_25_2012-11-23,5186.7438
3_26_2012-11-23,4674.8925
3_27_2012-11-23,629.8143
3_28_2012-11-23,195.2198
3_29_2012-11-23,2432.8246
3_30_2012-11-23,1151.856
3_31_2012-11-23,803.0909
3_32_2012-11-23,5342.629
3_33_2012-11-23,4800.1047
3_34_2012-11-23,5750.968
3_35_2012-11-23,1040.6514
3_36_2012-11-23,976.4283
3_38_2012-11-23,83878.7258
3_40_2012-11-23,18621.6532
3_41_2012-11-23,1530.9281
3_42_2012-11-23,4755.3248
3_44_2012-11-23,3134.4626
3_46_2012-11-23,7310.844
3_49_2012-11-23,20.822
3_52_2012-11-23,2058.9961
3_54_2012-11-23,38.2088
3_55_2012-11-23,16797.7139
3_56_2012-11-23,695.3049
3_59_2012-11-23,317.3763
3_60_2012-11-23,128.306
3_67_2012-11-23,2556.4607
3_71_2012-11-23,1842.7237
3_72_2012-11-23,79417.2202
3_74_2012-11-23,7261.7733
3_79_2012-11-23,7338.2401
3_80_2012-11-23,23.5808
3_81_2012-11-23,1911.069
3_82_2012-11-23,7835.7178
3_85_2012-11-23,732.5416
3_87_2012-11-23,1455.5667
3_90_2012-11-23,1848.1903
3_91_2012-11-23,264.2627
3_92_2012-11-23,9737.8005
3_95_2012-11-23,13965.0259
3_96_2012-11-23,4077.6416
3_97_2012-11-23,431.1027
3_98_2012-11-23,69.3522
3_1_2012-11-30,11857.1188
3_2_2012-11-30,18823.4527
3_3_2012-11-30,5535.4594
3_4_2012-11-30,9420.7219
3_5_2012-11-30,20738.9269
3_6_2012-11-30,4246.9025
3_7_2012-11-30,16859.2741
3_8_2012-11-30,9576.013
3_9_2012-11-30,11354.1252
3_10_2012-11-30,11339.4742
3_11_2012-11-30,9393.7292
3_12_2012-11-30,1864.3719
3_13_2012-11-30,12080.7415
3_14_2012-11-30,6956.0016
3_16_2012-11-30,2650.5154
3_17_2012-11-30,3735.9633
3_18_2012-11-30,7074.9062
3_19_2012-11-30,1106.1084
3_20_2012-11-30,1648.9562
3_21_2012-11-30,1488.2943
3_22_2012-11-30,4129.909
3_23_2012-11-30,14004.1482
3_24_2012-11-30,4428.307
3_25_2012-11-30,5091.9079
3_26_2012-11-30,3718.3688
3_27_2012-11-30,547.1123
3_28_2012-11-30,225.7372
3_29_2012-11-30,2057.9782
3_30_2012-11-30,1135.3021
3_31_2012-11-30,908.9505
3_32_2012-11-30,5237.8927
3_33_2012-11-30,3883.2113
3_34_2012-11-30,5526.3974
3_35_2012-11-30,999.4868
3_36_2012-11-30,1022.3398
3_38_2012-11-30,85304.892
3_40_2012-11-30,19235.1381
3_41_2012-11-30,1340.9071
3_42_2012-11-30,4227.1609
3_44_2012-11-30,3250.7109
3_46_2012-11-30,7334.2071
3_52_2012-11-30,1145.2377
3_55_2012-11-30,14076.8777
3_56_2012-11-30,710.9689
3_59_2012-11-30,308.6516
3_60_2012-11-30,136.028
3_67_2012-11-30,2789.3401
3_71_2012-11-30,1347.1463
3_72_2012-11-30,29574.0736
3_74_2012-11-30,3576.9142
3_79_2012-11-30,7225.2196
3_81_2012-11-30,1942.3985
3_82_2012-11-30,7556.5361
3_85_2012-11-30,786.6107
3_87_2012-11-30,1488.4736
3_90_2012-11-30,1848.9442
3_91_2012-11-30,242.3021
3_92_2012-11-30,8952.7765
3_95_2012-11-30,14026.6314
3_96_2012-11-30,4171.0043
3_97_2012-11-30,442.7427
3_98_2012-11-30,86.7667
3_1_2012-12-07,11325.9416
3_2_2012-12-07,19303.2914
3_3_2012-12-07,5503.8398
3_4_2012-12-07,9663.6844
3_5_2012-12-07,18694.2784
3_6_2012-12-07,3976.6929
3_7_2012-12-07,27696.2157
3_8_2012-12-07,9396.6697
3_9_2012-12-07,11431.8528
3_10_2012-12-07,11594.15
3_11_2012-12-07,11692.0037
3_12_2012-12-07,2714.903
3_13_2012-12-07,12280.1896
3_14_2012-12-07,6530.1272
3_16_2012-12-07,2864.6111
3_17_2012-12-07,3105.37
3_18_2012-12-07,14237.7709
3_19_2012-12-07,926.8717
3_20_2012-12-07,1489.5319
3_21_2012-12-07,1418.4883
3_22_2012-12-07,4006.6754
3_23_2012-12-07,15371.3604
3_24_2012-12-07,4858.0273
3_25_2012-12-07,5719.5424
3_26_2012-12-07,4398.3784
3_27_2012-12-07,843.5721
3_28_2012-12-07,248.0374
3_29_2012-12-07,2413.8631
3_30_2012-12-07,1164.8805
3_31_2012-12-07,1326.8435
3_32_2012-12-07,11725.7449
3_33_2012-12-07,6115.0538
3_34_2012-12-07,6420.0715
3_35_2012-12-07,1106.6876
3_36_2012-12-07,1094.9673
3_38_2012-12-07,96859.2769
3_40_2012-12-07,20471.5415
3_41_2012-12-07,1246.6085
3_42_2012-12-07,4715.7067
3_44_2012-12-07,3424.0062
3_46_2012-12-07,11768.2471
3_52_2012-12-07,1300.7375
3_54_2012-12-07,57.5624
3_55_2012-12-07,10333.0621
3_56_2012-12-07,1254.4427
3_59_2012-12-07,1394.8942
3_60_2012-12-07,344.8644
3_67_2012-12-07,2553.7589
3_71_2012-12-07,1400.4847
3_72_2012-12-07,28758.6377
3_74_2012-12-07,3513.553
3_79_2012-12-07,7083.9297
3_80_2012-12-07,12.884
3_81_2012-12-07,1964.0041
3_82_2012-12-07,8972.5458
3_85_2012-12-07,857.9881
3_87_2012-12-07,1438.1471
3_90_2012-12-07,1820.4206
3_91_2012-12-07,273.8553
3_92_2012-12-07,9541.5203
3_95_2012-12-07,14886.0427
3_96_2012-12-07,4014.7266
3_97_2012-12-07,442.6052
3_98_2012-12-07,92.7734
3_1_2012-12-14,12470.3987
3_2_2012-12-14,18624.0379
3_3_2012-12-14,5588.347
3_4_2012-12-14,8908.3713
3_5_2012-12-14,15464.4991
3_6_2012-12-14,2492.2636
3_7_2012-12-14,22388.6088
3_8_2012-12-14,8755.7966
3_9_2012-12-14,11094.8716
3_10_2012-12-14,10599.3422
3_11_2012-12-14,8813.3381
3_12_2012-12-14,2066.1043
3_13_2012-12-14,11845.2458
3_14_2012-12-14,6343.3935
3_16_2012-12-14,1920.9479
3_17_2012-12-14,3447.7092
3_18_2012-12-14,10321.9108
3_19_2012-12-14,999.9208
3_20_2012-12-14,1416.836
3_21_2012-12-14,1468.9452
3_22_2012-12-14,3942.0027
3_23_2012-12-14,15414.9517
3_24_2012-12-14,3963.4727
3_25_2012-12-14,5454.9629
3_26_2012-12-14,4489.6744
3_27_2012-12-14,917.3474
3_28_2012-12-14,228.56
3_29_2012-12-14,2508.4519
3_30_2012-12-14,1126.7156
3_31_2012-12-14,1335.4563
3_32_2012-12-14,7505.081
3_33_2012-12-14,5109.7604
3_34_2012-12-14,5776.6936
3_35_2012-12-14,1105.6451
3_36_2012-12-14,1128.6174
3_38_2012-12-14,94651.0888
3_40_2012-12-14,19290.5235
3_41_2012-12-14,1187.1125
3_42_2012-12-14,4879.219
3_44_2012-12-14,3097.5704
3_46_2012-12-14,11204.25
3_49_2012-12-14,23.3296
3_52_2012-12-14,1260.1076
3_55_2012-12-14,9660.9547
3_56_2012-12-14,896.716
3_59_2012-12-14,915.0646
3_60_2012-12-14,171.424
3_67_2012-12-14,2996.9296
3_71_2012-12-14,1250.0846
3_72_2012-12-14,29574.649
3_74_2012-12-14,3438.1293
3_79_2012-12-14,7184.2174
3_80_2012-12-14,11.818
3_81_2012-12-14,1861.7602
3_82_2012-12-14,10338.4587
3_85_2012-12-14,848.855
3_87_2012-12-14,1383.5928
3_90_2012-12-14,1797.0495
3_91_2012-12-14,212.5887
3_92_2012-12-14,9662.7236
3_95_2012-12-14,13678.068
3_96_2012-12-14,4085.1249
3_97_2012-12-14,448.9623
3_98_2012-12-14,56.0108
3_1_2012-12-21,12562.3894
3_2_2012-12-21,18687.1165
3_3_2012-12-21,5596.3987
3_4_2012-12-21,9483.7664
3_5_2012-12-21,19072.3515
3_6_2012-12-21,3213.9293
3_7_2012-12-21,35808.8421
3_8_2012-12-21,9473.218
3_9_2012-12-21,11649.6221
3_10_2012-12-21,10789.312
3_11_2012-12-21,9409.6041
3_12_2012-12-21,2225.9299
3_13_2012-12-21,11882.884
3_14_2012-12-21,7670.6039
3_16_2012-12-21,2287.4809
3_17_2012-12-21,3608.4265
3_18_2012-12-21,7687.4506
3_19_2012-12-21,1011.075
3_20_2012-12-21,1499.7218
3_21_2012-12-21,1527.602
3_22_2012-12-21,3935.4938
3_23_2012-12-21,18050.664
3_24_2012-12-21,3957.5942
3_25_2012-12-21,5462.3571
3_26_2012-12-21,4343.9458
3_27_2012-12-21,1072.0808
3_28_2012-12-21,276.9765
3_29_2012-12-21,3318.9213
3_30_2012-12-21,983.3556
3_31_2012-12-21,1372.1722
3_32_2012-12-21,15697.9233
3_33_2012-12-21,7542.3977
3_34_2012-12-21,6992.7862
3_35_2012-12-21,1175.4973
3_36_2012-12-21,1103.6727
3_38_2012-12-21,90836.1904
3_40_2012-12-21,19787.5325
3_41_2012-12-21,1533.1476
3_42_2012-12-21,5071.4349
3_44_2012-12-21,2567.5949
3_46_2012-12-21,15094.456
3_49_2012-12-21,20.6493
3_52_2012-12-21,1192.0866
3_54_2012-12-21,81.2204
3_55_2012-12-21,10967.5648
3_56_2012-12-21,848.5639
3_59_2012-12-21,1802.0379
3_60_2012-12-21,393.564
3_67_2012-12-21,3565.1944
3_71_2012-12-21,1281.6237
3_72_2012-12-21,33811.7733
3_74_2012-12-21,3442.215
3_79_2012-12-21,7115.1184
3_80_2012-12-21,13.4507
3_81_2012-12-21,1423.8869
3_82_2012-12-21,14244.0298
3_85_2012-12-21,970.8204
3_87_2012-12-21,1526.8479
3_90_2012-12-21,1762.4898
3_91_2012-12-21,254.5323
3_92_2012-12-21,9552.8224
3_95_2012-12-21,13906.0994
3_96_2012-12-21,4332.485
3_97_2012-12-21,442.4196
3_98_2012-12-21,66.9629
3_1_2012-12-28,8772.2972
3_2_2012-12-28,17557.3195
3_3_2012-12-28,5308.9693
3_4_2012-12-28,9613.9419
3_5_2012-12-28,18773.113
3_6_2012-12-28,3661.7001
3_7_2012-12-28,18776.8908
3_8_2012-12-28,9398.8911
3_9_2012-12-28,10969.034
3_10_2012-12-28,10173.5235
3_11_2012-12-28,9411.3246
3_12_2012-12-28,1469.7148
3_13_2012-12-28,11800.0699
3_14_2012-12-28,7444.5488
3_16_2012-12-28,2317.0338
3_17_2012-12-28,3991.2277
3_18_2012-12-28,6644.1961
3_19_2012-12-28,909.8778
3_20_2012-12-28,1399.8799
3_21_2012-12-28,1375.271
3_22_2012-12-28,3949.6446
3_23_2012-12-28,16119.995
3_24_2012-12-28,3685.5135
3_25_2012-12-28,4993.5376
3_26_2012-12-28,4252.4898
3_27_2012-12-28,772.5032
3_28_2012-12-28,272.833
3_29_2012-12-28,2292.2034
3_30_2012-12-28,990.4692
3_31_2012-12-28,1182.7047
3_32_2012-12-28,10168.3888
3_33_2012-12-28,4226.7614
3_34_2012-12-28,5172.064
3_35_2012-12-28,1217.1465
3_36_2012-12-28,903.9876
3_38_2012-12-28,85111.393
3_40_2012-12-28,19912.1297
3_41_2012-12-28,1232.7379
3_42_2012-12-28,4638.1914
3_44_2012-12-28,2309.3042
3_46_2012-12-28,11261.6808
3_47_2012-12-28,91.35
3_49_2012-12-28,19.649
3_52_2012-12-28,962.787
3_54_2012-12-28,63.4068
3_55_2012-12-28,13758.9786
3_56_2012-12-28,403.3881
3_59_2012-12-28,1017.8985
3_60_2012-12-28,182.3721
3_67_2012-12-28,3245.7503
3_71_2012-12-28,1529.5787
3_72_2012-12-28,36528.0014
3_74_2012-12-28,5585.9846
3_79_2012-12-28,7074.1181
3_80_2012-12-28,10.9893
3_81_2012-12-28,1463.6728
3_82_2012-12-28,10889.5155
3_85_2012-12-28,970.7831
3_87_2012-12-28,1169.8593
3_90_2012-12-28,1762.7365
3_91_2012-12-28,227.9624
3_92_2012-12-28,8780.7209
3_95_2012-12-28,13252.6713
3_96_2012-12-28,4503.7946
3_97_2012-12-28,501.6982
3_98_2012-12-28,30.4921
3_1_2013-01-04,7645.9607
3_2_2013-01-04,18177.6492
3_3_2013-01-04,5593.1223
3_4_2013-01-04,9770.6467
3_5_2013-01-04,13331.8855
3_6_2013-01-04,1775.6711
3_7_2013-01-04,7443.7184
3_8_2013-01-04,8720.2568
3_9_2013-01-04,8425.1157
3_10_2013-01-04,10813.6213
3_11_2013-01-04,7867.2222
3_12_2013-01-04,1911.3997
3_13_2013-01-04,11755.0449
3_14_2013-01-04,5025.132
3_16_2013-01-04,2457.6503
3_17_2013-01-04,2889.9842
3_18_2013-01-04,1853.5501
3_19_2013-01-04,715.6251
3_20_2013-01-04,1669.5634
3_21_2013-01-04,1169.6456
3_22_2013-01-04,3636.428
3_23_2013-01-04,10594.1344
3_24_2013-01-04,3194.0481
3_25_2013-01-04,4259.1267
3_26_2013-01-04,2085.4329
3_27_2013-01-04,795.7515
3_28_2013-01-04,208.7312
3_29_2013-01-04,1233.7291
3_30_2013-01-04,1175.4482
3_31_2013-01-04,1073.2509
3_32_2013-01-04,6457.7131
3_33_2013-01-04,3639.354
3_34_2013-01-04,4461.8903
3_35_2013-01-04,1357.5212
3_36_2013-01-04,515.0891
3_38_2013-01-04,97462.3334
3_40_2013-01-04,21618.2058
3_41_2013-01-04,518.1545
3_42_2013-01-04,4738.0799
3_44_2013-01-04,2189.9142
3_46_2013-01-04,5770.1399
3_49_2013-01-04,24.6533
3_52_2013-01-04,799.0193
3_54_2013-01-04,41.5892
3_55_2013-01-04,7159.0782
3_56_2013-01-04,204.5803
3_59_2013-01-04,40.3766
3_60_2013-01-04,145.73
3_67_2013-01-04,2182.0038
3_71_2013-01-04,1242.4724
3_72_2013-01-04,26337.9713
3_74_2013-01-04,4095.2483
3_79_2013-01-04,7903.5197
3_80_2013-01-04,12.8502
3_81_2013-01-04,1418.7967
3_82_2013-01-04,7000.7718
3_85_2013-01-04,946.238
3_87_2013-01-04,1364.1118
3_90_2013-01-04,1773.1216
3_91_2013-01-04,174.8898
3_92_2013-01-04,9177.9235
3_95_2013-01-04,13698.2519
3_96_2013-01-04,3314.4798
3_97_2013-01-04,357.0948
3_98_2013-01-04,34.0236
3_1_2013-01-11,7656.612
3_2_2013-01-11,16684.1485
3_3_2013-01-11,5796.0866
3_4_2013-01-11,8927.6421
3_5_2013-01-11,13239.7901
3_6_2013-01-11,1402.9087
3_7_2013-01-11,6820.0715
3_8_2013-01-11,8709.0289
3_9_2013-01-11,9264.5524
3_10_2013-01-11,11156.1221
3_11_2013-01-11,7912.467
3_12_2013-01-11,1894.3442
3_13_2013-01-11,11527.1057
3_14_2013-01-11,5075.2381
3_16_2013-01-11,2562.5791
3_17_2013-01-11,2377.3067
3_18_2013-01-11,1645.8221
3_19_2013-01-11,726.5343
3_20_2013-01-11,2081.4276
3_21_2013-01-11,1159.7914
3_22_2013-01-11,3741.3755
3_23_2013-01-11,9759.7154
3_24_2013-01-11,2365.0992
3_25_2013-01-11,4042.8556
3_26_2013-01-11,2086.5073
3_27_2013-01-11,832.6347
3_28_2013-01-11,199.2431
3_29_2013-01-11,1187.2037
3_30_2013-01-11,1189.5353
3_31_2013-01-11,863.7661
3_32_2013-01-11,6027.2822
3_33_2013-01-11,3123.3956
3_34_2013-01-11,4139.0089
3_35_2013-01-11,1259.1033
3_36_2013-01-11,239.3129
3_38_2013-01-11,96961.7375
3_40_2013-01-11,20852.8187
3_41_2013-01-11,361.0957
3_42_2013-01-11,4667.3818
3_44_2013-01-11,2094.1973
3_46_2013-01-11,5613.105
3_49_2013-01-11,18.6557
3_52_2013-01-11,897.5773
3_55_2013-01-11,6762.5058
3_56_2013-01-11,337.879
3_59_2013-01-11,41.5763
3_60_2013-01-11,139.466
3_67_2013-01-11,2091.1627
3_71_2013-01-11,1130.1661
3_72_2013-01-11,25710.5199
3_74_2013-01-11,3893.7387
3_79_2013-01-11,7582.8906
3_80_2013-01-11,7.0809
3_81_2013-01-11,1525.091
3_82_2013-01-11,6674.8334
3_85_2013-01-11,945.0417
3_87_2013-01-11,1409.9469
3_90_2013-01-11,1750.7512
3_91_2013-01-11,162.7088
3_92_2013-01-11,9240.5915
3_95_2013-01-11,13565.7458
3_96_2013-01-11,3103.3353
3_97_2013-01-11,361.2425
3_98_2013-01-11,32.4399
3_1_2013-01-18,8070.107
3_2_2013-01-18,17298.6394
3_3_2013-01-18,5470.7864
3_4_2013-01-18,8999.3429
3_5_2013-01-18,12662.314
3_6_2013-01-18,1847.1369
3_7_2013-01-18,6946.7204
3_8_2013-01-18,8650.0043
3_9_2013-01-18,8559.1767
3_10_2013-01-18,11278.6126
3_11_2013-01-18,8025.1578
3_12_2013-01-18,2091.7187
3_13_2013-01-18,11172.9394
3_14_2013-01-18,5114.6957
3_16_2013-01-18,2512.0285
3_17_2013-01-18,2619.8816
3_18_2013-01-18,1686.4502
3_19_2013-01-18,685.2863
3_20_2013-01-18,2187.3168
3_21_2013-01-18,1223.2962
3_22_2013-01-18,3837.008
3_23_2013-01-18,9558.3432
3_24_2013-01-18,2325.9855
3_25_2013-01-18,3629.3165
3_26_2013-01-18,2428.4556
3_27_2013-01-18,798.8489
3_28_2013-01-18,197.6555
3_29_2013-01-18,1242.1857
3_30_2013-01-18,1088.4806
3_31_2013-01-18,863.4704
3_32_2013-01-18,4683.7126
3_33_2013-01-18,3107.4254
3_34_2013-01-18,3874.8635
3_35_2013-01-18,1154.0146
3_36_2013-01-18,272.4007
3_38_2013-01-18,93084.6645
3_40_2013-01-18,20149.1516
3_41_2013-01-18,426.7616
3_42_2013-01-18,5130.3053
3_44_2013-01-18,2079.2087
3_46_2013-01-18,5672.9174
3_52_2013-01-18,898.6691
3_55_2013-01-18,6408.5421
3_56_2013-01-18,439.1955
3_59_2013-01-18,45.1505
3_60_2013-01-18,126.532
3_67_2013-01-18,1892.9206
3_71_2013-01-18,1133.4196
3_72_2013-01-18,24619.46
3_74_2013-01-18,3518.3785
3_79_2013-01-18,8013.1004
3_80_2013-01-18,14.5598
3_81_2013-01-18,1697.7127
3_82_2013-01-18,6889.7292
3_85_2013-01-18,873.5325
3_87_2013-01-18,1316.1929
3_90_2013-01-18,1745.4894
3_91_2013-01-18,157.1351
3_92_2013-01-18,9113.6361
3_95_2013-01-18,13715.7408
3_96_2013-01-18,3379.1255
3_97_2013-01-18,363.7285
3_98_2013-01-18,32.0282
3_1_2013-01-25,7859.3432
3_2_2013-01-25,16919.8944
3_3_2013-01-25,5279.7356
3_4_2013-01-25,8508.7418
3_5_2013-01-25,11417.8412
3_6_2013-01-25,1381.8338
3_7_2013-01-25,7025.7919
3_8_2013-01-25,8319.1977
3_9_2013-01-25,8155.6284
3_10_2013-01-25,10645.1582
3_11_2013-01-25,6931.2036
3_12_2013-01-25,1980.1474
3_13_2013-01-25,11311.2498
3_14_2013-01-25,4619.5794
3_16_2013-01-25,4207.443
3_17_2013-01-25,2337.9974
3_18_2013-01-25,857.1738
3_19_2013-01-25,588.0228
3_20_2013-01-25,2166.1616
3_21_2013-01-25,1179.9374
3_22_2013-01-25,3714.361
3_23_2013-01-25,9604.2817
3_24_2013-01-25,2034.2135
3_25_2013-01-25,3511.9971
3_26_2013-01-25,2528.3442
3_27_2013-01-25,510.4191
3_28_2013-01-25,171.6024
3_29_2013-01-25,1234.129
3_30_2013-01-25,1051.7044
3_31_2013-01-25,765.874
3_32_2013-01-25,3442.376
3_33_2013-01-25,2537.6079
3_34_2013-01-25,3175.9451
3_35_2013-01-25,1150.5877
3_38_2013-01-25,86963.1605
3_40_2013-01-25,20034.7835
